"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"12","The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them",FALSE,127001,NA,2017-06-16 12:23:08,FALSE,NA,"875690204564258816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27784,FALSE,FALSE,NA,NA
"13","After 7 months of investigations &amp; committee hearings about my ""collusion with the Russians,""  nobody has been able to show any proof. Sad!",FALSE,104389,NA,2017-06-16 11:53:56,FALSE,NA,"875682853585129472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24770,FALSE,FALSE,NA,NA
"14","Thank you Wisconsin! Tuesday was a great success for #WorkforceWeek at @WCTC w/ @IvankaTrump &amp; @GovWalker. 
Remarks… https://t.co/L8o396yYKX",FALSE,46791,NA,2017-06-15 21:43:14,TRUE,NA,"875468769212149760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realDonaldTrump",9076,FALSE,FALSE,NA,NA
"15","Crooked H destroyed phones w/ hammer, 'bleached' emails, &amp; had husband meet w/AG days before she was cleared- &amp; they talk about obstruction?",FALSE,149967,NA,2017-06-15 19:56:01,FALSE,NA,"875441788110110727",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",52866,FALSE,FALSE,NA,NA
"16","Why is that Hillary Clintons family and Dems dealings with Russia are not looked at, but my non-dealings are?",FALSE,121544,NA,2017-06-15 19:43:31,FALSE,NA,"875438639823675392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36177,FALSE,FALSE,NA,NA
"17","You are witnessing the single greatest WITCH HUNT in American political history - led by some very bad and conflicted people!  #MAGA",FALSE,119643,NA,2017-06-15 11:57:57,FALSE,NA,"875321478849363968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",35044,FALSE,FALSE,NA,NA
"18","They made up a phony collusion with the Russians story, found zero proof, so now they go for obstruction of justice on the phony story. Nice",FALSE,141694,NA,2017-06-15 10:55:37,FALSE,NA,"875305788708974592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",41772,FALSE,FALSE,NA,NA
"19","Just left hospital. Rep. Steve Scalise, one of the truly great people, is in very tough shape - but he is a real fighter. Pray for Steve!",FALSE,192463,NA,2017-06-15 01:41:45,FALSE,NA,"875166406417010688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",41122,FALSE,FALSE,NA,NA
"20","Happy birthday to U.S. ARMY and our soldiers. Thank you for your bravery, sacrifices, &amp; dedication. Proud to be your Commander-in-Chief!",FALSE,142306,NA,2017-06-14 14:07:31,FALSE,NA,"874991696186142721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29854,FALSE,FALSE,NA,NA
"21","Rep. Steve Scalise of Louisiana, a true friend and patriot, was badly injured but will fully recover. Our thoughts and prayers are with him.",FALSE,140668,NA,2017-06-14 12:48:26,FALSE,NA,"874971795362897921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",32967,FALSE,FALSE,NA,NA
"22","Just got back from Wisconsin. Great day, great people!",FALSE,84404,NA,2017-06-14 02:53:45,FALSE,NA,"874822136782880768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11802,FALSE,FALSE,NA,NA
"23","RT @TuckerCarlson: .@RichardGrenell : @realDonaldTrump told Tillerson he had the full support of the U.S. Gov't to bring #OttoWarmbier home…",FALSE,0,NA,2017-06-14 02:50:17,FALSE,NA,"874821262987730944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",6817,TRUE,FALSE,NA,NA
"24","The passage of the @DeptVetAffairs Accountability and Whistleblower Protection Act is GREAT news for veterans! I lo… https://t.co/k45aci25BT",FALSE,56803,NA,2017-06-13 23:18:19,TRUE,NA,"874767922295705600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13809,FALSE,FALSE,NA,NA
"25","Just arrived in Wisconsin to discuss JOBS, JOBS, JOBS! #MAGA<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> https://t.co/lEJ9S817yb",FALSE,66043,NA,2017-06-13 20:41:37,FALSE,NA,"874728484475744257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12535,FALSE,FALSE,NA,NA
"26","2 million more people just dropped out of ObamaCare. It is in a death spiral. Obstructionist Democrats gave up, have no answer = resist!",FALSE,82327,NA,2017-06-13 13:56:20,FALSE,NA,"874626492310978564",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21313,FALSE,FALSE,NA,NA
"27","Heading to the Great State of Wisconsin to talk about JOBS, JOBS, JOBS! Big progress being made as the Real News is reporting.",FALSE,67530,NA,2017-06-13 13:29:59,FALSE,NA,"874619861019840512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13054,FALSE,FALSE,NA,NA
"28","Fake News is at an all time high. Where is their apology to me for all of the incorrect stories???",FALSE,94822,NA,2017-06-13 12:48:44,FALSE,NA,"874609480301936640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23055,FALSE,FALSE,NA,NA
"29","A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal!",FALSE,93880,NA,2017-06-13 12:45:11,FALSE,NA,"874608587473080320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28401,FALSE,FALSE,NA,NA
"30","RT @Corrynmb: @realDonaldTrump Liberals have an agenda and it's not in America's best interest. Keep fighting the good fight! We stand with…",FALSE,0,NA,2017-06-13 12:07:36,FALSE,NA,"874599130018054145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14025,TRUE,FALSE,NA,NA
"31","Well, as predicted, the 9th Circuit did it again - Ruled against the TRAVEL BAN at such a dangerous time in the history of our country. S.C.",FALSE,66036,NA,2017-06-13 10:44:16,FALSE,NA,"874578159676665857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16914,FALSE,FALSE,NA,NA
"32","The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad!",FALSE,95959,NA,2017-06-13 10:35:55,FALSE,NA,"874576057579565056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24969,FALSE,FALSE,NA,NA
"33","Congratulations to the 2016 @ClemsonFB Tigers!
Full ceremony: https://t.co/syJUGoMhHJ
#NationalChampions<ed><U+00A0><U+00BC><ed><U+00BF><U+0088> https://t.co/F23NZoX2BI",FALSE,45686,NA,2017-06-13 00:09:54,FALSE,NA,"874418514240688129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realDonaldTrump",9620,FALSE,FALSE,NA,NA
"34","Finally held our first full @Cabinet meeting today. With this great team, we can restore American prosperity and br… https://t.co/b0roksHTFE",FALSE,73814,NA,2017-06-12 21:10:10,TRUE,NA,"874373283919089664",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","realDonaldTrump",16591,FALSE,FALSE,NA,NA
"35","Congratulations! 

'First New Coal Mine of Trump Era Opens in Pennsylvania' https://t.co/aIRllxNLQA",FALSE,69476,NA,2017-06-12 17:59:27,FALSE,NA,"874325287143604224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16905,FALSE,FALSE,NA,NA
"36","We will NEVER FORGET the victims who lost their lives one year ago today in the horrific #PulseNightClub shooting.… https://t.co/7lZGgDJkxZ",FALSE,89500,NA,2017-06-12 16:58:25,TRUE,NA,"874309930232184833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22729,FALSE,FALSE,NA,NA
"37","Ivanka on @foxandfriends now!",FALSE,44946,NA,2017-06-12 10:55:27,FALSE,NA,"874218586155479040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",5024,FALSE,FALSE,NA,NA
"38","Great numbers on the economy. All of our work, including the passage of many bills &amp; regulation killing Executive Orders, now kicking in!",FALSE,88639,NA,2017-06-12 02:14:29,FALSE,NA,"874087477807599616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19126,FALSE,FALSE,NA,NA
"39","RT @foxandfriends: .@GeraldoRivera: Chances of impeachment went from 3% to 0% with Comey's testimony https://t.co/kfeXKdpJGe",FALSE,0,NA,2017-06-12 02:09:10,FALSE,NA,"874086142425083904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",7734,TRUE,FALSE,NA,NA
"40","RT @foxandfriends: ""Yesterday's hearings provided zero evidence of collusion between our campaign and the Russians because there wasn't any…",FALSE,0,NA,2017-06-12 02:07:30,FALSE,NA,"874085723762286592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",5711,TRUE,FALSE,NA,NA
"41","My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy!",FALSE,59414,NA,2017-06-12 02:02:23,FALSE,NA,"874084433460154368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8572,FALSE,FALSE,NA,NA
"42","The Democrats have no message,  not on economics, not on taxes,  not on jobs, not on failing #Obamacare. They are only OBSTRUCTIONISTS!",FALSE,110950,NA,2017-06-11 12:49:00,FALSE,NA,"873884774041079808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30461,FALSE,FALSE,NA,NA
"43","I believe the James Comey leaks will be far more prevalent than anyone ever thought possible. Totally illegal? Very 'cowardly!'",FALSE,95624,NA,2017-06-11 12:29:46,FALSE,NA,"873879934040780801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24286,FALSE,FALSE,NA,NA
"44","...way up. Regulations way down. 600,000+ new jobs added. Unemployment down to 4.3%. Business and economic enthusiasm way up- record levels!",FALSE,88358,"realDonaldTrump",2017-06-11 12:23:01,FALSE,"873878061778907137","873878232264822784","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18984,FALSE,FALSE,NA,NA
"45","The #FakeNews MSM doesn't report the great economic news since Election Day. #DOW up 16%. #NASDAQ up 19.5%. Drilling &amp; energy sector...",FALSE,98997,NA,2017-06-11 12:22:20,FALSE,NA,"873878061778907137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24385,FALSE,FALSE,NA,NA
"46","America is going to build again. Under budget and ahead of schedule. Time to put #AmericaFirst! #InfrastructureWeek… https://t.co/D5TbbjXcN3",FALSE,79724,NA,2017-06-10 20:52:00,TRUE,NA,"873643935993708544",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","realDonaldTrump",19750,FALSE,FALSE,NA,NA
"47","Time to start building in our country, with American workers &amp; with American iron, aluminum &amp; steel. It is time to… https://t.co/rGZCRyeCMZ",FALSE,94086,NA,2017-06-10 01:38:15,TRUE,NA,"873353586025132038",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","realDonaldTrump",21825,FALSE,FALSE,NA,NA
"48","It is time to rebuild OUR country, to bring back OUR jobs, to restore OUR dreams, &amp; yes, to put #AmericaFirst! TY O… https://t.co/2b2bXwxGkA",FALSE,91804,NA,2017-06-09 22:52:23,TRUE,NA,"873311842956914688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realDonaldTrump",21755,FALSE,FALSE,NA,NA
"49","A great honor to host and welcome leaders from around America to the @WhiteHouse Infrastructure Summit.… https://t.co/5f6cN3HboQ",FALSE,59791,NA,2017-06-09 18:48:54,TRUE,NA,"873250570508922880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realDonaldTrump",12258,FALSE,FALSE,NA,NA
"50","An honor to join the @FaithandFreedom Coalition yesterday. In America, we don't worship government. We worship God.… https://t.co/1ds8BrzUQe",FALSE,60410,NA,2017-06-09 18:28:41,TRUE,NA,"873245481488535554",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realDonaldTrump",15144,FALSE,FALSE,NA,NA
"51","Yes that's why I'm not sure if we should name our puppy that too https://t.co/tpoIIwy75C",FALSE,5487,NA,2017-06-18 03:51:44,FALSE,NA,"876286280547483648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",362,FALSE,FALSE,NA,NA
"52","It's a girl https://t.co/n8wQ4vPmqm",FALSE,3410,NA,2017-06-18 03:49:56,FALSE,NA,"876285827793297408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",181,FALSE,FALSE,NA,NA
"53","I love Pablo the Pom! https://t.co/qFefMAh1FX",FALSE,2614,NA,2017-06-18 03:49:06,FALSE,NA,"876285618057224193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",196,FALSE,FALSE,NA,NA
"54","Sister puppies for North &amp; P! https://t.co/AalsHGXRlZ",FALSE,51229,NA,2017-06-18 03:23:10,FALSE,NA,"876279089207824384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",4524,FALSE,FALSE,NA,NA
"55","So North wants to name her puppy Mercy, thoughts? We need a good name!",FALSE,22914,NA,2017-06-18 03:10:13,FALSE,NA,"876275832481656834",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",1322,FALSE,FALSE,NA,NA
"56","Having fun behind the scenes with @makeupbymario at my @kkwbeauty shoot, on https://t.co/va7ys78MvF https://t.co/zd9dKRxiBl",FALSE,3906,NA,2017-06-17 20:18:42,FALSE,NA,"876172269978095616",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","KimKardashian",372,FALSE,FALSE,NA,NA
"57","My Créme Contour and Highlight Kits are launching on 6.21 at 9am PST only on https://t.co/PoBZ3bhjs8 @kkwbeauty and… https://t.co/8ufLZbvJkp",FALSE,4233,NA,2017-06-17 00:21:00,TRUE,NA,"875870858463465472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",662,FALSE,FALSE,NA,NA
"58","and the perfect brush and sponge blending tool! I love how many shades we have, and how versatile these kits are! Here are the shades...",FALSE,4232,NA,2017-06-16 23:40:49,FALSE,NA,"875860746361491456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",360,FALSE,FALSE,NA,NA
"59","Each kit comes with a dual-ended contour stick, a dual-ended highlight stick that has a matte and shimmer highlight...",FALSE,5368,NA,2017-06-16 23:40:02,FALSE,NA,"875860549883514880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",454,FALSE,FALSE,NA,NA
"60","I'm launching four kits... light, medium, dark and deep dark, to complement all skin tones.",FALSE,9476,NA,2017-06-16 23:37:23,FALSE,NA,"875859882846543872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",807,FALSE,FALSE,NA,NA
"61","Just five days to go until my @kkwbeauty Crème Contour and Highlight Kits launch!",FALSE,3072,NA,2017-06-16 23:36:52,FALSE,NA,"875859755226365952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",320,FALSE,FALSE,NA,NA
"62","Little Keeks key chain &amp; daddy $ fidget spinner https://t.co/uoidiMe0bC https://t.co/zWvYNCbk81",FALSE,2766,NA,2017-06-16 19:17:03,FALSE,NA,"875794369873199104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",308,FALSE,FALSE,NA,NA
"63","Kimoji Daddy Drop today at 12pm https://t.co/eiJ3Tfu6zn #FathersDay https://t.co/FswP8j7pRZ",FALSE,3875,NA,2017-06-16 18:25:23,FALSE,NA,"875781365584715776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",363,FALSE,FALSE,NA,NA
"64","RT @AKutieNameKim: Father's Day #KIMOJIs just dropped <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
Merch is also dropping at 12pm PST today!! https://t.co/aYGbhBICuG",FALSE,0,NA,2017-06-16 18:22:32,FALSE,NA,"875780648358658048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",88,TRUE,FALSE,NA,NA
"65","RT @KimKanyeKimYeFC: PRIDE PACK NOW AVAILABLE IN VIA THE KIMOJI APP.  #Pride2017 https://t.co/WBLD9IEeU4",FALSE,0,NA,2017-06-16 18:22:26,FALSE,NA,"875780624266608640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",97,TRUE,FALSE,NA,NA
"66","RT @KKWstan: I'm so feeling these new KIMOJI vibes. Love it @KimKardashian <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,NA,2017-06-16 18:22:15,FALSE,NA,"875780576204029953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",50,TRUE,FALSE,NA,NA
"67","RT @KimKanyeKimYeFC: NEW #FathersDay KIMOJIs AVAILABLE NOW. 
MERCH DROP TODAY @ 12PM PST. https://t.co/BNcJBPMZPi",FALSE,0,NA,2017-06-16 18:21:53,FALSE,NA,"875780486114623488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",81,TRUE,FALSE,NA,NA
"68","RT @kuwthewests: THE DADDY’S GIRL PACK! #KIMOJI https://t.co/r0m0S57Ycv",FALSE,0,NA,2017-06-16 18:21:50,FALSE,NA,"875780474295140352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",133,TRUE,FALSE,NA,NA
"69","My baby girl turned 4 years old today! She's my light &amp; my everything!!! I love you to the moon &amp; back North https://t.co/EWccqlIPeM",FALSE,141135,NA,2017-06-16 06:36:08,FALSE,NA,"875602876722167809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",17971,FALSE,FALSE,NA,NA
"70","Daddy's girl Fathers Day Kimoji merch drop tomorrow https://t.co/nyQcbjBwbQ",FALSE,11259,NA,2017-06-16 04:51:08,FALSE,NA,"875576451658993664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",729,FALSE,FALSE,NA,NA
"71",".@clairecmc <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> calling out Senators secretly moving a bill that would gut healthcare &amp; ""defund"" PP <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>#StandWithPP https://t.co/Kfbklb9WPq",FALSE,3973,NA,2017-06-15 05:45:25,FALSE,NA,"875227725576814592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",585,FALSE,FALSE,NA,NA
"72","#KKWBEAUTY Creme Contour &amp; Highlight Kit 6.21.17 https://t.co/PoBZ3bhjs8 https://t.co/hXLa3XHuVB",FALSE,14486,NA,2017-06-14 19:08:09,FALSE,NA,"875067351317663744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",2835,FALSE,FALSE,NA,NA
"73","Can't wait! See you soon! https://t.co/CZ41YbxGnN",FALSE,4542,NA,2017-06-14 14:15:57,FALSE,NA,"874993817635745794",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",420,FALSE,FALSE,NA,NA
"74","This was truly the best gift ever! https://t.co/dEwpavh6HX",FALSE,4169,NA,2017-06-13 21:46:40,FALSE,NA,"874744857813807104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",397,FALSE,FALSE,NA,NA
"75","Thank you for having me <U+2764><U+FE0F> https://t.co/e2A6YEUWs6",FALSE,4732,NA,2017-06-13 21:43:04,FALSE,NA,"874743952737538052",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",445,FALSE,FALSE,NA,NA
"76","Our 4th Annual @dashboutique Charity Ride is on 06/17 Book your bike now! https://t.co/I07Btz3q9C https://t.co/kWuH0WKGG8",FALSE,1601,NA,2017-06-13 21:02:30,FALSE,NA,"874733742958329856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",194,FALSE,FALSE,NA,NA
"77","Can't wait! https://t.co/i8VSbEcdLG",FALSE,4632,NA,2017-06-13 18:08:47,FALSE,NA,"874690025170010113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",427,FALSE,FALSE,NA,NA
"78","Currently. On my app now: https://t.co/INJdXa19CG https://t.co/AmF2LH6Jv9",FALSE,3690,NA,2017-06-12 17:32:43,FALSE,NA,"874318559563976709",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","KimKardashian",416,FALSE,FALSE,NA,NA
"79","RT @KimKourtKhloeK: This season was an emotional rollercoaster, but as always, they came out stronger and more united than ever <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> #KUW…",FALSE,0,NA,2017-06-12 03:21:13,FALSE,NA,"874104273516109825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",170,TRUE,FALSE,NA,NA
"80","RT @AKutieNameKim: 13 seasons of ups and downs, babies, weddings, and triumphs! No better family <U+2764><U+FE0F> #KUWTK #KUWTK13",FALSE,0,NA,2017-06-12 02:18:03,FALSE,NA,"874088376529321984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",124,TRUE,FALSE,NA,NA
"81","@kyliesaturn Happy Birthday! I hope you have the best day ever!",FALSE,78,"kyliesaturn",2017-06-12 01:29:14,FALSE,"874075068397125632","874076090557382656","569525501","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",19,FALSE,FALSE,NA,NA
"82","Don't worry... we've already started season 14 <ed><U+00A0><U+00BD><ed><U+00B2><U+008B> https://t.co/EQuESQKVTF",FALSE,10172,NA,2017-06-12 01:26:48,FALSE,NA,"874075479384272896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",1046,FALSE,FALSE,NA,NA
"83","RT @NarbehKardash: tweet and trend #WeLoveKUWTK to show love and support to the family! <U+2763><U+FE0F><U+2763><U+FE0F> @khloekardashian @KimKardashian @KrisJenner",FALSE,0,NA,2017-06-12 01:17:53,FALSE,NA,"874073237474365440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",96,TRUE,FALSE,NA,NA
"84","RT @BigBabyJonathan: @KimKardashian You have a beautiful family keep up the good workI'm your loyal doll as well. I'm so grateful that I'm…",FALSE,0,NA,2017-06-12 01:17:11,FALSE,NA,"874073057551294464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",67,TRUE,FALSE,NA,NA
"85","RT @PlanetKhloeK: After watching #KUWTK since 2009 ,I NEVER want this show to end.Thankyou for 13 seasons @khloekardashian @kourtneykardash…",FALSE,0,NA,2017-06-12 01:16:33,FALSE,NA,"874072899266543616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",93,TRUE,FALSE,NA,NA
"86","RT @Aussie_Kardash: @KimKardashian Me babe !! Best season yet !!! #KUWTK",FALSE,0,NA,2017-06-12 01:16:28,FALSE,NA,"874072877926014976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",59,TRUE,FALSE,NA,NA
"87","Who's watching the season finale on E!!!?!?!??? #KUWTK #Season13",FALSE,5558,NA,2017-06-12 01:15:57,FALSE,NA,"874072750435909632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",524,FALSE,FALSE,NA,NA
"88","This season is super real to me. Every season is different with a diff emotion. I really love this one https://t.co/Pn84ebYg4u",FALSE,3624,NA,2017-06-11 21:23:37,FALSE,NA,"874014278365270017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",321,FALSE,FALSE,NA,NA
"89","And we sipped a lot of tea this season #Season13 #KUWTK  #finale https://t.co/yyn4tQ82gr",FALSE,7043,NA,2017-06-11 21:17:57,FALSE,NA,"874012853719638016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",933,FALSE,FALSE,NA,NA
"90","So many laughs this season... tune into E! tonight #Season13 #KUWTK #Finale https://t.co/rbEBnWsZjQ",FALSE,4858,NA,2017-06-11 20:57:56,FALSE,NA,"874007818092728320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",648,FALSE,FALSE,NA,NA
"91","RT @KrisJenner: What a season it's been!! #Season13 #Finale #Tonight https://t.co/8Iz38oR7su",FALSE,0,NA,2017-06-11 20:36:37,FALSE,NA,"874002451124297729",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",963,TRUE,FALSE,NA,NA
"92","RT @turntkendalI: The Season finale of KUWTK airs tonight at 9/8c on E! Don't miss #KUWTK @kimkardashian @khloekardashian @kourtneykardash…",FALSE,0,NA,2017-06-11 20:04:35,FALSE,NA,"873994390603038720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",56,TRUE,FALSE,NA,NA
